passage_id,cn,vn,en
H5_12_32,请尽快回复这封商务邮件。,Vui lòng trả lời email công việc này sớm nhất có thể.,Please reply to this business email as soon as possible.
H5_12_33,我们部门负责接待外国代表团。,Bộ phận của chúng tôi chịu trách nhiệm tiếp đón các phái đoàn nước ngoài.,Our department is responsible for receiving foreign delegations.
H5_12_34,从前人们没有相机，所以只能请画家来画画像。,"Ngày xưa, người ta không có máy ảnh nên chỉ có thể nhờ họa sĩ vẽ chân dung.","Once upon a time, people didn't have cameras, so they could only ask painters to create portraits."
H5_12_35,总统盼望能听到大家诚实的评价。,Tổng thống hy vọng được nghe những đánh giá chân thật của mọi người.,The president hopes to hear everyone's honest evaluation.
H5_12_36,当众被批评时，他感到非常难为情。,"Khi bị phê bình trước đám đông, anh ấy cảm thấy rất khó xử.","When being criticized in public, he felt very embarrassed."
H5_12_37,在很多故事里，狐狸都是一种很狡猾的动物。,"Trong nhiều câu chuyện, cáo là một loài động vật rất gian xảo.","In many stories, the fox is a very cunning animal."
H5_12_38,大人说话的时候插嘴是不礼貌的。,Ngắt lời khi người lớn đang nói là bất lịch sự.,It is impolite to interrupt when adults are speaking.
H5_12_39,画家完美地画出了总统和蔼的面容。,Họa sĩ đã nắm bắt một cách hoàn hảo những đường nét nhân hậu trên khuôn mặt của tổng thống.,The painter perfectly captured the president's kind facial features.
H5_12_40,他想就这件事发表一下自己的看法。,Anh ấy muốn phát biểu quan điểm của riêng mình về vấn đề này.,He wants to express his own views on this matter.
H5_12_41,把画像和真人对比了一下，我发现画得不太像。,"Sau khi so sánh bức chân dung với người thật, tôi thấy nó không giống lắm.","After comparing the portrait with the real person, I found it wasn't very similar."
H5_12_42,孩子盼望的目光感动了在场的每一个人。,Ánh mắt đầy hy vọng của đứa trẻ đã làm lay động tất cả mọi người có mặt.,The child's hopeful gaze touched everyone present.
H5_12_43,我爸爸每天早上都会刮胡须。,Bố tôi cạo râu mỗi sáng.,My father shaves his beard every morning.
H5_12_44,请把钥匙插进锁里。,Xin vui lòng cắm chìa khóa vào ổ khóa.,Please insert the key into the lock.
H5_12_45,顾客对这个产品的评价很高。,Đánh giá của khách hàng về sản phẩm này rất cao.,The customer's evaluation of this product is very high.
H5_12_46,从他平静的面容上，你看不出他很担心。,"Từ vẻ mặt bình tĩnh của anh ấy, bạn không thể biết anh ấy đang lo lắng.","From his calm face, you couldn't tell he was worried."
H5_12_47,他们的生活方式形成了鲜明的对比。,Có một sự tương phản rõ rệt giữa lối sống của họ.,There is a stark contrast between their lifestyles.
H5_12_48,我从他的目光里看到了一丝狡猾。,Tôi đã thấy một ánh nhìn gian xảo trong mắt anh ta.,I saw a cunning look in his eyes.
H5_12_49,跟朋友借钱是一件挺让人难为情的事。,Hỏi bạn bè mượn tiền có thể là một việc rất khó xử.,Asking a friend to lend you money can be a very awkward thing to do.
H5_12_50,那位艺术评论家会发表他对这幅画的意见。,Nhà phê bình nghệ thuật sẽ công bố ý kiến của mình về bức tranh này.,The art critic will publish his opinion on this painting.
H5_12_51,总统表示不会对正在进行的谈判插嘴。(Note: Here 插嘴 means 'interfere' or 'get involved'),Tổng thống nói rằng ông sẽ không can thiệp vào các cuộc đàm phán đang diễn ra.,The president said he would not interrupt the ongoing negotiations.
H5_12_52,这次网络论坛将讨论如何创造财富。,Diễn đàn trực tuyến này sẽ thảo luận về cách tạo ra của cải.,This online forum will discuss how to create wealth.
H5_12_53,部门主管的演说非常有意义。,Bài diễn thuyết của giám đốc bộ phận rất có ý nghĩa.,The department manager's speech was very meaningful.
H5_12_54,他是高级主管，所以他的意见很有力量。,"Anh ấy là một quản lý cấp cao, vì vậy ý kiến của anh ấy có rất nhiều sức mạnh.","He is a senior manager, so his opinion has a lot of power."
H5_12_55,请算一下这几个数字的平均数。,Vui lòng tính giá trị trung bình của những con số này.,Please calculate the average of these numbers.
H5_12_56,成功的本质就是和亲密的伙伴好好相处。,Bản chất của thành công là hòa hợp tốt với các đối tác thân thiết của bạn.,The essence of success is getting along well with your close partners.
H5_12_57,会议上，每个主管都必须发言，分享自己的看法。,"Tại cuộc họp, mỗi người quản lý đều phải phát biểu và chia sẻ quan điểm của mình.","At the meeting, every manager must speak and share their views."
H5_12_58,健康是最大的财富，这句话很有意义。,Sức khỏe là của cải lớn nhất; câu nói này có ý nghĩa sâu sắc.,Health is the greatest wealth; this sentence is profoundly meaningful.
H5_12_59,我的新主管很好相处。,Người giám sát mới của tôi rất dễ hòa đồng.,My new supervisor is very easy to get along with.
H5_12_60,我和姐姐的关系非常亲密。,Mối quan hệ giữa chị tôi và tôi rất thân thiết.,The relationship between my sister and me is very close.
H5_12_61,这项新技术能创造很多工作机会。,Công nghệ mới này có thể tạo ra nhiều cơ hội việc làm.,This new technology can create many job opportunities.
H5_12_62,今天的平均气温是25摄氏度。,Nhiệt độ trung bình hôm nay là 25 độ C.,The average temperature today is 25 degrees Celsius.
H5_12_63,你能帮我算一下这顿饭一共多少钱吗？,Bạn có thể giúp tôi tính xem bữa ăn này tổng cộng bao nhiêu tiền không?,Can you help me calculate how much this meal costs in total?
H5_12_64,他是这家公司的高级工程师。,Anh ấy là một kỹ sư cao cấp tại công ty này.,He is a senior engineer at this company.
H5_12_65,这个问题的本质其实很简单。,Bản chất của vấn đề này thực ra rất đơn giản.,The nature of this problem is actually very simple.
H5_12_66,他在会议上的演说获得了热烈的掌声。,Bài diễn thuyết của ông tại hội nghị đã nhận được những tràng pháo tay nồng nhiệt.,His speech at the conference received warm applause.
H5_12_67,知识的力量可以改变一个人的命运。,Sức mạnh của tri thức có thể thay đổi vận mệnh của một người.,The power of knowledge can change a person's destiny.
H5_12_68,老师让他站起来发言。,Giáo viên yêu cầu anh ấy đứng lên phát biểu.,The teacher asked him to stand up and speak.
H5_12_69,我在那个网络论坛上找到了很多有用的信息。,Tôi đã tìm thấy rất nhiều thông tin hữu ích trên diễn đàn trực tuyến đó.,I found a lot of useful information on that online forum.
H5_12_70,申请这个职位，你必须具备本科及以上的学历。,"Để ứng tuyển vào vị trí này, bạn phải có bằng cấp học thuật tối thiểu là trình độ cử nhân.","To apply for this position, you must possess at least a bachelor's degree level of academic credentials."
H5_12_71,分析了问题之后，他提出了一个很有建设性的建议。,"Sau khi phân tích vấn đề, anh ấy đã đưa ra một đề nghị rất có tính xây dựng.","After analyzing the problem, he offered a very constructive suggestion."
H5_12_72,这个错误给公司造成了巨大的损失。,Sai lầm này đã gây ra tổn thất rất lớn cho công ty.,This mistake caused huge losses for the company.
H5_12_73,请综合大家的意见，形成一个最终方案。,Vui lòng tổng hợp ý kiến của mọi người và hình thành một kế hoạch cuối cùng.,Please synthesize everyone's opinions and form a final plan.
H5_12_74,管理者必须用公平和智慧对待每一位员工。,Người quản lý phải đối xử với mọi nhân viên bằng sự công bằng và trí tuệ.,The manager must treat every employee with fairness and wisdom.
H5_12_75,走路小心，前面有个大坑。,"Hãy cẩn thận khi đi bộ, phía trước có một cái hố lớn.","Be careful when walking, there is a big pit in front of you."
H5_12_76,他使劲儿推，但是门还是打不开。,Anh ấy đã đẩy hết sức nhưng cánh cửa vẫn không mở ra.,"He pushed with all his might, but the door still wouldn't open."
H5_12_77,干旱给当地的农民造成了很大的困难。,Hạn hán đã gây ra nhiều khó khăn lớn cho những người nông dân địa phương.,The drought caused great difficulties for the local farmers.
H5_12_78,在这场比赛中，公平是最重要的原则。,"Trong cuộc thi này, công bằng là nguyên tắc quan trọng nhất.","In this competition, fairness is the most important principle."
H5_12_79,一个好的领导应该具备出色的沟通能力。,Một nhà lãnh đạo giỏi nên sở hữu kỹ năng giao tiếp xuất sắc.,A good leader should possess excellent communication skills.
H5_12_80,他的学历很高，但是实际操作能力不强。,"Bằng cấp học thuật của anh ấy rất cao, nhưng năng lực thực tế lại không mạnh.","His academic qualifications are very high, but his practical ability is not strong."
H5_12_81,这是一份分析公司财务状况的综合报告。,Đây là một báo cáo tổng hợp phân tích tình hình tài chính của công ty.,This is a comprehensive report that analyzes the company's financial situation.
